title,review_year,age,children_in_home,education,gender,reviewer_type,work_status,genre,release_year,length_minutes,season,total_reviews,rating,review_text,word_count,review_year_0,release_year_0,age_sc,length_minutes_sc,total_reviews_sc,word_count_sc,rating_good
Requiem for a Dream,2018,18,0,Completed High School,female,Viewer,Student,Drama,2008,128,Winter,3517,4.1,Cinematic excellence shines.,3,18,25,-1.5831531326213542,0.6071120734196149,-0.4949957085064164,-1.4424291803980978,1
Echoes of Eternity,2010,80,0,Post-Graduate,female,Viewer,Retired,Drama,1998,126,Summer,7245,4.2,Top-notch entertainment!,3,10,15,1.8102952415367777,0.4336019066806568,0.8186548126286796,-1.4424291803980978,1
Midnight Whispers,2022,56,0,Completed College,female,Critic,Unemployed,Drama,2012,115,Summer,9341,3.7,An instant classic that will be cherished for years.,9,22,29,0.4967023225078235,-0.520704010383613,1.557230856700343,-0.2591402711297649,1
Hilarity Unleashed,2009,18,0,Completed College,female,Viewer,Unemployed,Comedy,2019,121,Fall,7590,3.3,A middle-of-the-road effort that didn't stand out.,11,9,36,-1.5831531326213542,-0.00017351016673855375,0.9402238656843684,0.1352893652930127,1
Eternal Love,2022,74,0,Post-Graduate,female,Viewer,Unemployed,Romance,2014,108,Fall,997,2.8,"I can't say I was thrilled, but it wasn't terrible either. I found it to be just average.",20,22,31,1.4818970117795391,-1.1279895939699665,-1.3829783569131873,1.910222729195512,0
Beyond Boundaries,2009,62,0,Completed High School,female,Viewer,Employed,Other,2018,114,Fall,8184,3.0,"Some moments were enjoyable, others were forgettable.",7,9,35,0.8251005522650621,-0.607459093753092,1.1495340613802505,-0.6535699075525425,1
Eternal Sunshine,2008,57,0,Completed College,male,Viewer,Employed,Drama,2017,142,Summer,4603,4.1,"An absolute masterpiece! The performances, the music, and the visuals are all top-notch.",14,8,34,0.5514353608006966,1.821683240592322,-0.1123174719311174,0.7269338199271791,1
Requiem for a Dream,2009,80,0,Post-Graduate,female,Critic,Retired,Drama,2008,128,Winter,3517,2.5,An uninspired mess that left me wondering why I bothered.,10,9,25,1.8102952415367777,0.6071120734196149,-0.4949957085064164,-0.061925452918376,0
Eternal Echoes,2017,54,1,Completed High School,female,Viewer,Employed,Drama,1992,136,Summer,7130,4.3,A cinematic treasure that leaves you with a warm feeling. It's a must-watch for all ages.,18,17,9,0.3872362459220773,1.3011527403754477,0.77813179494345,1.5157930927727343,1
Cosmic Adventures,2011,42,0,Post-Graduate,male,Viewer,Unemployed,Sci-Fi,2012,119,Fall,8655,3.1,"It's not remarkable, but it's not terrible either.",10,11,29,-0.2695602135923998,-0.1736836769056967,1.3155022468562776,-0.061925452918376,1
Rise of the Phoenix,2022,43,0,Completed High School,female,Critic,Employed,Action/Adventure,2006,126,Winter,6613,2.5,An uninspired and forgettable mess that isn't worth your time.,11,22,23,-0.2148271752995267,0.4336019066806568,0.5959544023933308,0.1352893652930127,0
Beyond the Horizon,2016,71,0,Post-Graduate,female,Viewer,Retired,Action/Adventure,2010,107,Spring,6820,3.2,A film that neither fully engaged nor disconnected me.,9,16,27,1.31769789690092,-1.2147446773394457,0.668895834226744,-0.2591402711297649,1
Whispers in the Dark,2009,70,0,Post-Graduate,female,Viewer,Employed,Horror,2020,130,Spring,2052,2.4,"Terrible. Just terrible. The script was terrible, the acting was terrible, and I regret ever watching it.",17,9,37,1.2629648586080469,0.7806222401585731,-1.011223716409559,1.3185782745613457,0
Broken Promises,2014,63,0,Completed High School,female,Viewer,Employed,Drama,2008,125,Fall,5560,3.2,An in-between experience that lacked a distinctive quality.,9,14,25,0.8798335905579351,0.3468468233111777,0.2249045100233586,-0.2591402711297649,1
Enchanted Expeditions,2019,47,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,2017,109,Summer,1969,2.8,It's hard to form a strong opinion about it.,10,19,34,0.0041049778719656,-1.0412345106004874,-1.04047076395629,-0.061925452918376,0
A Glimpse Through Time,2017,36,1,Post-Graduate,female,Viewer,Employed,Other,1989,111,Fall,8842,2.8,"Some scenes were interesting, others were forgettable.",7,17,6,-0.5979584433496384,-0.8677243438615293,1.3813961973531292,-0.6535699075525425,0
Lost Treasures,2013,27,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,2.9,"Not great, but not terrible. It falls somewhere in between.",10,13,26,-1.090555787985496,1.99519340733128,-0.3107040715553286,-0.061925452918376,0
Wonderland Adventures,2014,54,0,Completed College,female,Viewer,Unemployed,Kids,2012,98,Spring,2160,2.5,"Terrible. Just terrible. The script was terrible, the acting was terrible, and I regret ever watching it.",17,14,29,0.3872362459220773,-1.9955404276647573,-0.973167317192126,1.3185782745613457,0
Rise of the Phoenix,2007,73,0,Completed High School,female,Viewer,Retired,Action/Adventure,2006,126,Winter,6613,2.6,A film that fell short in every aspect. Disheartening.,9,7,23,1.427163973486666,0.4336019066806568,0.5959544023933308,-0.2591402711297649,0
Unbreakable Bonds,2008,23,1,Completed High School,female,Viewer,Unemployed,Romance,2015,121,Spring,6916,3.4,An adequate effort that didn't quite shine.,8,8,32,-1.3094879411569886,-0.00017351016673855375,0.7027237446422401,-0.4563550893411536,1
Stellar Explorers,2004,26,0,Post-Graduate,female,Viewer,Employed,Sci-Fi,2013,98,Fall,8106,3.3,"It had its moments, but overall, it was just okay. I neither loved it nor hated it.",17,4,30,-1.1452888262783694,-1.9955404276647573,1.1220488841676597,1.3185782745613457,1
Guardians of the Ancients,2012,42,3,Post-Graduate,male,Viewer,Employed,Action/Adventure,2014,116,Summer,3224,3.2,A middle-of-the-road movie that didn't leave a strong impression.,13,12,31,-0.2695602135923998,-0.4339489270141339,-0.598241310087045,0.5297190017157903,1
The Last Crusade,2021,18,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2015,106,Winter,4492,2.2,An uninspired and forgettable endeavor that isn't worth your time.,11,21,32,-1.5831531326213542,-1.3014997607089247,-0.1514309933490348,0.1352893652930127,0
Realm of Illusions,2020,66,0,Post-Graduate,female,Viewer,Employed,Drama,2005,112,Summer,1520,3.3,An adequate watch with its share of strengths and weaknesses.,10,20,22,1.0440327054365544,-0.7809692604920502,-1.1986867199620994,-0.061925452918376,1
Crazy Antics,2013,34,0,Post-Graduate,male,Critic,Employed,Comedy,1992,131,Winter,6745,2.6,A cinematic disaster that I wish I hadn't endured.,10,13,9,-0.7074245199353846,0.8673773235280522,0.6424677792146377,-0.061925452918376,0
Realm of Legends,2021,33,0,Post-Graduate,male,Viewer,Retired,Action/Adventure,1996,116,Summer,7968,3.0,"I wouldn't rush to see it again, but it was okay.",12,21,13,-0.7621575582282577,-0.4339489270141339,1.073421262945384,0.3325041835044015,1
Empire of Shadows,2017,57,0,Post-Graduate,female,Viewer,Student,Action/Adventure,2017,108,Summer,9606,4.0,An absolute delight!,3,17,34,0.5514353608006966,-1.1279895939699665,1.6506099844097852,-1.4424291803980978,1
Secret of the Ancients,2021,33,0,Completed College,female,Critic,Employed,Action/Adventure,2020,115,Summer,9029,3.2,"It's an average film, nothing more, nothing less.",9,21,37,-0.7621575582282577,-0.520704010383613,1.447290147849981,-0.2591402711297649,1
Lost Treasures,2016,63,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,3.0,"I didn't love it, but I didn't hate it either.",12,16,26,0.8798335905579351,1.99519340733128,-0.3107040715553286,0.3325041835044015,1
Adventures of the Little Ones,2014,61,1,Completed College,male,Viewer,Employed,Kids,1997,124,Summer,8607,4.1,A stunning testament to the power of cinema.,8,14,14,0.7703675139721889,0.2600917399416986,1.2985882916485296,-0.4563550893411536,1
Secret of the Ancients,2018,65,0,Post-Graduate,female,Viewer,Student,Action/Adventure,2020,115,Summer,9029,4.2,Incredible performances throughout.,3,18,37,0.9892996671436812,-0.520704010383613,1.447290147849981,-1.4424291803980978,1
Unseen Horizons,2019,63,2,Completed College,female,Viewer,Retired,Drama,2010,127,Summer,7985,4.0,Absolutely stunning film.,3,19,27,0.8798335905579351,0.5203569900501359,1.0794116220814616,-1.4424291803980978,1
Whispers in the Dark,2011,36,3,Post-Graduate,male,Viewer,Employed,Horror,2020,130,Spring,2052,3.1,An average outing that didn't fully connect.,8,11,37,-0.5979584433496384,0.7806222401585731,-1.011223716409559,-0.4563550893411536,1
Galactic Odyssey,2020,27,0,Post-Graduate,female,Viewer,Retired,Sci-Fi,2010,113,Winter,3673,2.7,"One of the worst movies I've ever seen. It was painful to sit through. The plot made no sense, and the acting was atrocious.",25,20,27,-1.090555787985496,-0.6942141771225712,-0.4400253540812353,2.8962968202524557,0
The Last Crusade,2009,35,1,Completed High School,female,Viewer,Employed,Action/Adventure,2015,106,Winter,4492,2.7,A total misfire that left me questioning my movie choices.,10,9,32,-0.6526914816425115,-1.3014997607089247,-0.1514309933490348,-0.061925452918376,0
Reflections of Reality,2010,18,0,Post-Graduate,male,Viewer,Student,Other,2019,132,Summer,2599,3.7,Thoroughly enjoyable experience.,3,10,36,-1.5831531326213542,0.9541324068975312,-0.8184751018545973,-1.4424291803980978,1
Beyond Boundaries,2017,22,0,Completed High School,male,Critic,Student,Other,2018,114,Fall,8184,2.9,It's hard to form a strong opinion about it.,10,17,35,-1.3642209794498616,-0.607459093753092,1.1495340613802505,-0.061925452918376,0
Quest for the Crystal,2021,57,1,Completed College,male,Viewer,Employed,Action/Adventure,1996,109,Summer,3611,3.2,I found it to be just average. Nothing special.,9,21,13,0.5514353608006966,-1.0412345106004874,-0.4618725462245765,-0.2591402711297649,1
Odyssey of Legends,2022,57,1,Completed College,male,Viewer,Employed,Action/Adventure,2011,117,Fall,7179,3.2,"Some moments were enjoyable, others were forgettable.",7,22,28,0.5514353608006966,-0.3471938436446548,0.7953981242180261,-0.6535699075525425,1
Legends Reborn,2021,27,0,Completed College,female,Viewer,Employed,Action/Adventure,2008,116,Fall,5896,2.8,A film that left me feeling indifferent.,7,21,25,-1.090555787985496,-0.4339489270141339,0.3433021964775947,-0.6535699075525425,0
Requiem for a Dream,2019,65,0,Completed College,female,Critic,Employed,Drama,2008,128,Winter,3517,2.3,"Terrible. Just terrible. The script was terrible, the acting was terrible, and I regret ever watching it.",17,19,25,0.9892996671436812,0.6071120734196149,-0.4949957085064164,1.3185782745613457,0
Reflections of Reality,2010,39,0,Completed College,female,Critic,Unemployed,Other,2019,132,Summer,2599,2.3,A film that lacked direction and substance. Avoid at all costs.,11,10,36,-0.4337593284710191,0.9541324068975312,-0.8184751018545973,0.1352893652930127,0
Futuristic Frontiers,2016,62,0,Completed College,female,Viewer,Employed,Sci-Fi,1988,120,Winter,2755,2.5,"This film was a disaster. The script felt like it was written by a five-year-old, and the acting was equally amateurish.",23,16,5,0.8251005522650621,-0.0869285935362176,-0.7635047474294162,2.5018671838296784,0
Eternal Echoes,2021,61,0,Post-Graduate,male,Critic,Employed,Drama,1992,136,Summer,7130,3.5,Touched my heart deeply.,4,21,9,0.7703675139721889,1.3011527403754477,0.77813179494345,-1.245214362186709,1
Sweet Serenade,2019,37,0,Post-Graduate,male,Viewer,Employed,Romance,1996,118,Fall,3730,2.3,A movie that left me uninterested and thoroughly disappointed.,9,19,13,-0.5432254050567653,-0.2604387602751757,-0.4199400322720346,-0.2591402711297649,0
Fun Under the Sun,2018,20,0,Completed College,female,Viewer,Employed,Comedy,2019,123,Summer,7699,4.0,A remarkable achievement that touched my soul.,7,18,36,-1.473687056035608,0.1733366565722195,0.9786326389686296,-0.6535699075525425,1
Broken Promises,2022,51,0,Post-Graduate,female,Critic,Employed,Drama,2008,125,Fall,5560,2.8,An average experience that didn't leave a strong mark.,10,22,25,0.223037131043458,0.3468468233111777,0.2249045100233586,-0.061925452918376,0
The Adventurous Quest,2019,79,0,Completed College,female,Critic,Retired,Action/Adventure,2011,108,Summer,9822,2.8,It's hard to form a strong opinion about it.,10,19,28,1.7555622032439049,-1.1279895939699665,1.7267227828446512,-0.061925452918376,0
Legends of Winter,2016,53,1,Completed High School,female,Viewer,Employed,Drama,2006,108,Fall,2617,2.8,Neither good nor bad. Just average. I wouldn't call it a masterpiece.,13,16,23,0.3325032076292042,-1.1279895939699665,-0.8121323686516917,0.5297190017157903,0
Shattered Reflections,2014,38,1,Post-Graduate,female,Critic,Employed,Drama,2017,125,Spring,2500,2.9,"I expected more, but it didn't disappoint entirely.",9,14,34,-0.4884923667638922,0.3468468233111777,-0.8533601344705775,-0.2591402711297649,0
Realm of Illusions,2013,55,0,Completed College,male,Viewer,Employed,Drama,2005,112,Summer,1520,3.2,"It's a film that falls in between. Not remarkable, not terrible.",12,13,22,0.4419692842149504,-0.7809692604920502,-1.1986867199620994,0.3325041835044015,1
Secret of the Ancients,2022,23,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2020,115,Summer,9029,3.4,"I wouldn't call it memorable, just a typical movie.",10,22,37,-1.3094879411569886,-0.520704010383613,1.447290147849981,-0.061925452918376,1
Giggles and Grins,2009,51,0,Post-Graduate,female,Viewer,Employed,Comedy,2012,110,Winter,9926,3.5,"This movie was a delightful surprise! The characters were endearing, and the storyline was heartwarming. It's the perfect feel-good film for a summer evening.",26,9,29,0.223037131043458,-0.9544794272310084,1.763369685794772,3.093511638463845,1
Crazy Antics,2020,72,0,Completed College,female,Viewer,Employed,Comedy,1992,131,Winter,6745,3.4,A middle-of-the-road outing that left me with mixed feelings.,12,20,9,1.372430935193793,0.8673773235280522,0.6424677792146377,0.3325041835044015,1
Journey to the Unknown,2021,68,0,Completed High School,male,Viewer,Employed,Action/Adventure,2000,107,Summer,2537,2.6,"I wouldn't recommend this movie to anyone. It was boring, poorly acted, and had a terrible script.",18,21,17,1.1534987820223006,-1.2147446773394457,-0.8403222939979385,1.5157930927727343,0
Legends Unleashed,2012,58,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2009,127,Summer,4095,2.7,An absolute disaster that failed to hold my attention.,9,12,26,0.6061683990935697,0.5203569900501359,-0.291323497879784,-0.2591402711297649,0
Silly Adventures,2015,27,2,Post-Graduate,male,Critic,Employed,Comedy,2018,127,Summer,607,3.2,A movie that fell short of my expectations.,8,15,35,-1.090555787985496,0.5203569900501359,-1.52040424297614,-0.4563550893411536,1
Galactic Odyssey,2015,34,0,Completed College,male,Viewer,Employed,Sci-Fi,2010,113,Winter,3673,2.4,An uninspired mess that left me wondering why I bothered.,10,15,27,-0.7074245199353846,-0.6942141771225712,-0.4400253540812353,-0.061925452918376,0
Shattered Reflections,2022,55,0,Completed High School,female,Critic,Employed,Drama,2017,125,Spring,2500,2.3,Predictable and utterly unimpressive.,4,22,34,0.4419692842149504,0.3468468233111777,-0.8533601344705775,-1.245214362186709,0
Fading Memories,2006,24,0,Post-Graduate,male,Critic,Employed,Drama,2001,133,Winter,1885,2.4,A film that lacked any semblance of coherence or quality.,10,6,18,-1.2547549028641154,1.0408874902670102,-1.070070185569849,-0.061925452918376,0
The Enigmatic Drama,2014,42,1,Post-Graduate,female,Viewer,Employed,Drama,2018,118,Summer,5690,4.2,A work of art that will resonate for generations.,9,14,35,-0.2695602135923998,-0.2604387602751757,0.2707131387110095,-0.2591402711297649,1
Quest for Imagination,2005,47,1,Post-Graduate,female,Viewer,Employed,Kids,2005,122,Summer,3131,3.1,A film that lacked the impact I was hoping for.,10,5,22,0.0041049778719656,0.0865815732027405,-0.6310120983020567,-0.061925452918376,1
Mystic Shadows,2013,70,0,Post-Graduate,female,Viewer,Retired,Drama,2010,120,Summer,1455,2.9,"It didn't wow me, but it was watchable. A so-so film with some redeeming qualities.",17,13,27,1.2629648586080469,-0.0869285935362176,-1.2215910343059249,1.3185782745613457,0
Whispers in the Dark,2013,60,0,Post-Graduate,male,Critic,Employed,Horror,2020,130,Spring,2052,1.8,"I expected so much more from this film, but it fell flat. Boring and uninspired, it left me with a sense of wasted potential.",24,13,37,0.7156344756793158,0.7806222401585731,-1.011223716409559,2.699082002041067,0
Enchanted Hearts,2012,34,1,Completed High School,female,Viewer,Employed,Romance,2019,137,Summer,9467,4.0,A heartwarming tale that warmed my soul.,7,12,36,-0.7074245199353846,1.3879078237449267,1.6016299891206816,-0.6535699075525425,1
Whispers of Hope,2016,51,2,Completed College,male,Critic,Employed,Drama,2018,120,Summer,389,2.9,"I wouldn't rush to see it again, but it was okay.",12,16,35,0.223037131043458,-0.0869285935362176,-1.597221789544662,0.3325041835044015,0
Soulbound,2006,23,0,Post-Graduate,male,Viewer,Student,Drama,2010,131,Fall,1618,3.1,A movie that left me with mixed thoughts.,8,6,27,-1.3094879411569886,0.8673773235280522,-1.1641540614129473,-0.4563550893411536,1
Innocence Lost,2021,80,0,Completed College,female,Viewer,Unemployed,Drama,2011,131,Summer,3260,3.5,A tale of courage and triumph that left me breathless.,10,21,28,1.8102952415367777,0.8673773235280522,-0.5855558436812339,-0.061925452918376,1
Reflections of Reality,2021,22,0,Completed High School,male,Viewer,Student,Other,2019,132,Summer,2599,3.8,A breathtaking masterpiece that speaks to the heart.,8,21,36,-1.3642209794498616,0.9541324068975312,-0.8184751018545973,-0.4563550893411536,1
Amour Forever,2011,43,1,Post-Graduate,female,Critic,Employed,Romance,2004,134,Fall,6251,2.7,A movie that failed to live up to its potential. Disappointing.,11,11,21,-0.2148271752995267,1.1276425736364897,0.4683949902015644,0.1352893652930127,0
Sweet Serenade,2022,55,0,Completed High School,male,Viewer,Unemployed,Romance,1996,118,Fall,3730,2.2,"This movie was a disaster. The dialogue was cringe-worthy, and the plot was nonsensical.",15,22,13,0.4419692842149504,-0.2604387602751757,-0.4199400322720346,0.9241486381385678,0
Lost Treasures,2014,44,2,Completed College,female,Critic,Retired,Action/Adventure,2009,144,Spring,4040,2.5,I couldn't find a single redeeming quality in this mess.,11,14,26,-0.1600941370066536,1.99519340733128,-0.3107040715553286,0.1352893652930127,0
Love in the Air,2011,52,2,Completed College,female,Viewer,Employed,Romance,2018,130,Summer,6969,3.4,A movie that left me feeling indifferent.,7,11,35,0.2777701693363311,0.7806222401585731,0.7213995701841285,-0.6535699075525425,1
Joyful Journeys,2002,36,3,Completed College,female,Viewer,Employed,Kids,2005,111,Spring,9030,2.9,A film that fell short of my expectations.,8,2,22,-0.5979584433496384,-0.8677243438615293,1.447642521916809,-0.4563550893411536,0
Odyssey of Hope,2022,63,0,Completed High School,male,Critic,Employed,Action/Adventure,2019,111,Summer,9797,3.5,Wonderfully done!,2,22,36,0.8798335905579351,-0.8677243438615293,1.7179134311739492,-1.6396439986094864,1
Joyful Journeys,2020,44,1,Post-Graduate,female,Critic,Employed,Kids,2005,111,Spring,9030,3.1,"Some moments were good, others not so much.",8,20,22,-0.1600941370066536,-0.8677243438615293,1.447642521916809,-0.4563550893411536,1
Broken Promises,2009,80,0,Post-Graduate,male,Viewer,Retired,Drama,2008,125,Fall,5560,3.1,A middle-of-the-road effort that didn't stand out.,11,9,25,1.8102952415367777,0.3468468233111777,0.2249045100233586,0.1352893652930127,1
Under the Rainbow,2016,62,0,Post-Graduate,female,Critic,Employed,Kids,1996,122,Summer,530,1.9,A film that failed to capture my attention or imagination.,10,16,13,0.8251005522650621,0.0865815732027405,-1.5475370461219025,-0.061925452918376,0
Eternal Sunshine,2008,42,1,Completed College,male,Viewer,Employed,Drama,2017,142,Summer,4603,4.1,A symphony of emotions that left me deeply touched.,9,8,34,-0.2695602135923998,1.821683240592322,-0.1123174719311174,-0.2591402711297649,1
The Hilarious Movie,2020,60,0,Completed College,female,Viewer,Employed,Comedy,2014,126,Winter,1399,3.4,"It's just an okay film, nothing exceptional.",8,20,31,0.7156344756793158,0.4336019066806568,-1.2413239820482975,-0.4563550893411536,1
Empire of Shadows,2014,76,0,Post-Graduate,male,Viewer,Unemployed,Action/Adventure,2017,108,Summer,9606,4.2,An emotional journey that left me both moved and inspired.,10,14,34,1.5913630883652854,-1.1279895939699665,1.6506099844097852,-0.061925452918376,1
Endless Love,2017,27,1,Post-Graduate,female,Critic,Employed,Romance,2016,147,Spring,3185,3.1,Neither good nor bad. Just average.,6,17,33,-1.090555787985496,2.2554586574397173,-0.6119838986933401,-0.8507847257639313,1
Enchanted Expeditions,2016,19,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,2017,109,Summer,1969,2.2,A complete letdown that I wouldn't wish upon anyone.,10,16,34,-1.528420094328481,-1.0412345106004874,-1.04047076395629,-0.061925452918376,0
Crimson Echoes,2013,65,0,Post-Graduate,female,Critic,Employed,Drama,1995,139,Fall,955,2.7,I don't know how this movie got made. It was a complete disaster from start to finish.,18,13,12,0.9892996671436812,1.5614179904838847,-1.3977780677199667,1.5157930927727343,0
Beyond the Horizon,2022,47,1,Post-Graduate,female,Viewer,Student,Action/Adventure,2010,107,Spring,6820,4.2,Lives up to its name. It's an enchanting story that explores the depths of human nature. The performances were exceptional.,21,22,27,0.0041049778719656,-1.2147446773394457,0.668895834226744,2.1074375474069007,1
Amour Forever,2006,18,0,Completed High School,male,Viewer,Student,Romance,2004,134,Fall,6251,3.3,"Not a remarkable movie, but it's watchable.",8,6,21,-1.5831531326213542,1.1276425736364897,0.4683949902015644,-0.4563550893411536,1
Eerie Echoes,2022,33,0,Post-Graduate,male,Viewer,Employed,Horror,2018,112,Fall,9634,3.6,A heartfelt and beautifully crafted cinematic journey.,7,22,35,-0.7621575582282577,-0.7809692604920502,1.6604764582809717,-0.6535699075525425,1
Amour Forever,2006,35,1,Completed High School,female,Viewer,Employed,Romance,2004,134,Fall,6251,3.1,A narrative that fell somewhere in the middle for me.,10,6,21,-0.6526914816425115,1.1276425736364897,0.4683949902015644,-0.061925452918376,1
Rolling on the Floor,2012,24,0,Post-Graduate,male,Viewer,Employed,Comedy,2015,129,Summer,410,3.9,Captivating and emotionally charged from start to finish.,8,12,32,-1.2547549028641154,0.693867156789094,-1.5898219341412725,-0.4563550893411536,1
Eternal Sunshine,2019,33,1,Completed High School,female,Critic,Employed,Drama,2017,142,Summer,4603,4.0,A work of pure genius.,5,19,34,-0.7621575582282577,1.821683240592322,-0.1123174719311174,-1.04799954397532,1
Rise of the Phoenix,2015,69,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,2006,126,Winter,6613,3.2,An adequate effort that didn't leave a lasting impact.,10,15,23,1.2082318203151736,0.4336019066806568,0.5959544023933308,-0.061925452918376,1
Lost Horizon,2016,40,1,Post-Graduate,female,Viewer,Employed,Drama,2018,111,Spring,2643,3.6,A cinematic triumph!,3,16,35,-0.379026290178146,-0.8677243438615293,-0.8029706429141615,-1.4424291803980978,1
Enchanted Expeditions,2021,54,0,Completed College,female,Viewer,Retired,Action/Adventure,2017,109,Summer,1969,2.8,A lukewarm experience that neither wowed nor disappointed.,8,21,34,0.3872362459220773,-1.0412345106004874,-1.04047076395629,-0.4563550893411536,0
Epic Discovery,2022,59,0,Completed High School,male,Viewer,Employed,Action/Adventure,1994,130,Fall,7677,3.3,A mixed bag of emotions and storytelling.,7,22,11,0.6609014373864428,0.7806222401585731,0.9708804094984118,-0.6535699075525425,1
In Search of Truth,2017,39,1,Post-Graduate,female,Viewer,Employed,Other,2007,112,Summer,6040,3.4,A watchable experience that neither impressed nor disappointed.,8,17,24,-0.4337593284710191,-0.7809692604920502,0.3940440621008387,-0.4563550893411536,1
Enchanted Expeditions,2021,64,0,Completed College,male,Viewer,Employed,Action/Adventure,2017,109,Summer,1969,2.5,"A cinematic catastrophe. The plot was a jumbled mess, and the characters were unlikable.",14,21,34,0.9345666288508082,-1.0412345106004874,-1.04047076395629,0.7269338199271791,0
Enchanted Playtime,2019,49,1,Completed High School,female,Viewer,Unemployed,Kids,2004,131,Spring,1041,3.8,A tapestry of emotions that tugged at my heartstrings.,9,19,21,0.1135710544577118,0.8673773235280522,-1.3674738979727517,-0.2591402711297649,1
Beneath the Surface,2016,33,0,Completed College,male,Viewer,Employed,Drama,2011,105,Fall,9202,3.3,A movie that failed to make a memorable impression.,9,16,28,-0.7621575582282577,-1.3882548440784035,1.508250861411239,-0.2591402711297649,1
The Hilarious Movie,2012,56,0,Post-Graduate,female,Viewer,Employed,Comedy,2014,126,Winter,1399,2.7,A lackluster attempt that fell short in every way.,9,12,31,0.4967023225078235,0.4336019066806568,-1.2413239820482975,-0.2591402711297649,0
Stolen Memories,2016,24,0,Completed College,male,Critic,Unemployed,Drama,2003,109,Summer,3004,2.2,A film that left me bewildered and completely unfulfilled.,9,16,20,-1.2547549028641154,-1.0412345106004874,-0.6757636047892234,-0.2591402711297649,0
Rising Stars,2016,71,0,Post-Graduate,male,Viewer,Retired,Drama,2000,112,Summer,2889,3.1,A passable movie that didn't leave a strong impression.,10,16,17,1.31769789690092,-0.7809692604920502,-0.716286622474453,-0.061925452918376,1
Beyond the Stars,2021,24,0,Post-Graduate,female,Viewer,Employed,Sci-Fi,1997,133,Summer,3305,3.3,A movie that didn't quite live up to the hype.,11,21,14,-1.2547549028641154,1.0408874902670102,-0.5696990106739701,0.1352893652930127,1
Mystic Whispers,2014,63,0,Completed High School,female,Viewer,Employed,Drama,2010,122,Summer,857,3.0,"It had potential, but it didn't fully deliver.",9,14,27,0.8798335905579351,0.0865815732027405,-1.432310726269119,-0.2591402711297649,1
Midnight Shadows,2016,41,0,Post-Graduate,female,Viewer,Retired,Horror,1995,140,Summer,4464,2.8,"It's a middle-of-the-road film, nothing extraordinary.",10,16,12,-0.3242932518852729,1.6481730738533638,-0.1612974672202211,-0.061925452918376,0
Amour Forever,2022,18,0,Completed High School,female,Critic,Student,Romance,2004,134,Fall,6251,3.0,"Not the best, but it was bearable.",7,22,21,-1.5831531326213542,1.1276425736364897,0.4683949902015644,-0.6535699075525425,1
Reflections of Reality,2010,66,0,Post-Graduate,female,Viewer,Employed,Other,2019,132,Summer,2599,3.3,"It was alright, but I've seen better. Not the best, but it was bearable.",15,10,36,1.0440327054365544,0.9541324068975312,-0.8184751018545973,0.9241486381385678,1
Stolen Memories,2021,80,0,Completed High School,male,Viewer,Employed,Drama,2003,109,Summer,3004,3.1,A watchable experience that neither impressed nor disappointed.,8,21,20,1.8102952415367777,-1.0412345106004874,-0.6757636047892234,-0.4563550893411536,1
Fun Under the Sun,2018,49,1,Completed College,male,Viewer,Retired,Comedy,2019,123,Summer,7699,4.5,A symphony of emotions that left me deeply touched.,9,18,36,0.1135710544577118,0.1733366565722195,0.9786326389686296,-0.2591402711297649,1
The Last Crusade,2006,80,0,Post-Graduate,female,Critic,Unemployed,Action/Adventure,2015,106,Winter,4492,2.4,"I had high hopes for this movie, but it let me down in every way. The plot was confusing, and the acting was terrible.",24,6,32,1.8102952415367777,-1.3014997607089247,-0.1514309933490348,2.699082002041067,0
Whispers in the Dark,2016,23,1,Completed High School,female,Viewer,Employed,Horror,2020,130,Spring,2052,2.9,"It didn't exceed my expectations, but it wasn't bad.",11,16,37,-1.3094879411569886,0.7806222401585731,-1.011223716409559,0.1352893652930127,0
Unbreakable Bonds,2007,49,3,Completed College,male,Viewer,Employed,Romance,2015,121,Spring,6916,3.3,A movie that didn't quite live up to the hype.,11,7,32,0.1135710544577118,-0.00017351016673855375,0.7027237446422401,0.1352893652930127,1
The Adventurous Quest,2012,47,0,Completed College,male,Viewer,Employed,Action/Adventure,2011,108,Summer,9822,3.3,"I didn't love it, but I didn't hate it either.",12,12,28,0.0041049778719656,-1.1279895939699665,1.7267227828446512,0.3325041835044015,1
Under the Rainbow,2022,58,0,Completed High School,female,Viewer,Employed,Kids,1996,122,Summer,530,2.4,A cinematic disaster that I wish I could erase from memory.,11,22,13,0.6061683990935697,0.0865815732027405,-1.5475370461219025,0.1352893652930127,0
Mystic Shadows,2015,72,0,Completed College,male,Viewer,Retired,Drama,2010,120,Summer,1455,2.8,A film that had its moments but didn't fully deliver.,11,15,27,1.372430935193793,-0.0869285935362176,-1.2215910343059249,0.1352893652930127,0
