title,review_year,age,children_in_home,education,gender,reviewer_type,work_status,genre,release_year,length_minutes,season,total_reviews,rating,review_text,word_count,review_year_0,release_year_0,age_sc,length_minutes_sc,total_reviews_sc,word_count_sc,rating_good
The Enigmatic Drama,2016,35,2,Completed College,female,Viewer,Employed,Drama,2018,118,Summer,5690,4.2,Highly recommended to all.,4,16,35,-0.6526914816425115,-0.26043876027517576,0.2707131387110095,-1.1178921032840061,1
Enchanted Darkness,2022,42,1,Completed College,male,Viewer,Employed,Horror,2009,139,Summer,7361,4.1,Movie perfection achieved.,3,22,26,-0.26956021359239984,1.5614179904838847,0.8595302043807374,-1.313361958727966,1
Odyssey of Hope,2018,37,1,Post-Graduate,female,Critic,Employed,Action/Adventure,2019,111,Summer,9797,2.5,"I expected more, but this movie left me thoroughly disappointed.",10,18,36,-0.5432254050567653,-0.8677243438615293,1.7179134311739492,0.05492702937975282,0
Legends Reborn,2021,51,1,Post-Graduate,male,Critic,Retired,Action/Adventure,2008,116,Fall,5896,2,"Terrible. Just terrible. The script was terrible, the acting was terrible, and I regret ever watching it.",17,21,25,0.22303713104345801,-0.4339489270141339,0.3433021964775947,1.4232160174874715,0
Eternal Echoes,2007,18,0,Completed College,male,Viewer,Unemployed,Drama,1992,136,Summer,7130,4.3,A tale of courage and triumph that left me breathless.,10,7,9,-1.5831531326213542,1.3011527403754475,0.77813179494345,0.05492702937975282,1
Whimsical Whispers,2022,65,0,Completed High School,female,Viewer,Employed,Comedy,2020,113,Summer,6627,2.9,A movie that failed to leave a strong impact.,9,22,37,0.9892996671436813,-0.6942141771225712,0.6008876393289239,-0.14054282606420698,0
Endless Love,2017,27,1,Post-Graduate,female,Critic,Employed,Romance,2016,147,Spring,3185,2.4,A total letdown that I wouldn't wish upon anyone.,10,17,33,-1.0905557879854961,2.2554586574397173,-0.6119838986933401,0.05492702937975282,0
Magic of Childhood,2012,41,1,Completed High School,female,Viewer,Employed,Kids,2014,126,Winter,1036,4.4,A powerful cinematic gem.,4,12,31,-0.3242932518852729,0.4336019066806568,-1.369235768306892,-1.1178921032840061,1
Enchanted Hearts,2008,54,1,Completed High School,female,Viewer,Employed,Romance,2019,137,Summer,9467,4.1,A cinematic triumph that left me in awe.,8,8,36,0.3872362459220773,1.3879078237449267,1.6016299891206816,-0.3360126815081668,1
Mystic Whispers,2012,61,0,Completed High School,male,Viewer,Employed,Drama,2010,122,Summer,857,3.7,Overflowing with heart and genuine emotion.,6,12,27,0.7703675139721889,0.08658157320274051,-1.432310726269119,-0.7269523923960864,1
Frozen in Time,2004,18,0,Post-Graduate,female,Viewer,Employed,Drama,1984,141,Winter,2736,3.4,A movie that failed to leave a memorable mark.,9,4,1,-1.5831531326213542,1.734928157222843,-0.7701998546991498,-0.14054282606420698,1
Wanderlust,2021,26,0,Completed College,male,Viewer,Student,Other,1998,112,Summer,3716,3.9,A cinematic marvel that resonates deeply.,6,21,15,-1.1452888262783694,-0.7809692604920502,-0.42487326920762775,-0.7269523923960864,1
Enchanted Hearts,2019,41,0,Post-Graduate,male,Critic,Employed,Romance,2019,137,Summer,9467,2.6,An uninspired and regrettable mess that left me unsatisfied.,9,19,36,-0.3242932518852729,1.3879078237449267,1.6016299891206816,-0.14054282606420698,0
Love in the Air,2018,19,0,Post-Graduate,female,Viewer,Student,Romance,2018,130,Summer,6969,4.8,An absolute delight! The humor and heart in this movie make it an instant classic. Loved every minute of it.,20,18,35,-1.528420094328481,0.7806222401585731,0.7213995701841285,2.009625583819351,1
Futuristic Frontiers,2014,49,2,Completed College,male,Critic,Student,Sci-Fi,1988,120,Winter,2755,2.3,An uninspired and regrettable mess that left me unsatisfied.,9,14,5,0.11357105445771182,-0.08692859353621762,-0.7635047474294162,-0.14054282606420698,0
Odyssey of Legends,2014,40,0,Completed College,female,Critic,Employed,Action/Adventure,2011,117,Fall,7179,2.1,Boring and dull.,3,14,28,-0.379026290178146,-0.34719384364465483,0.7953981242180261,-1.313361958727966,0
Innocence Lost,2021,80,0,Completed College,female,Viewer,Unemployed,Drama,2011,131,Summer,3260,3.9,A tale of courage and triumph that left me breathless.,10,21,28,1.8102952415367777,0.8673773235280522,-0.5855558436812339,0.05492702937975282,1
Forgotten Realms,2011,18,0,Completed High School,male,Viewer,Student,Drama,2013,129,Summer,3337,4.6,Emotional rollercoaster ride.,3,11,30,-1.5831531326213542,0.693867156789094,-0.5584230405354714,-1.313361958727966,1
Laughter Therapy,2012,40,0,Completed College,female,Viewer,Employed,Comedy,1996,143,Summer,2829,2.8,An average outing that didn't leave a lasting impact.,10,12,13,-0.379026290178146,1.908438323961801,-0.737429066484138,0.05492702937975282,0
Guardians of Destiny,2014,20,0,Completed College,male,Viewer,Student,Action/Adventure,2004,119,Winter,374,3.6,Cinematic brilliance!,2,14,21,-1.473687056035608,-0.1736836769056967,-1.6025074005470834,-1.5088318141719257,1
Eternal Sunshine,2021,28,1,Completed College,male,Viewer,Employed,Drama,2017,142,Summer,4603,4.3,A total crowd-pleaser.,4,21,34,-1.0358227496926231,1.821683240592322,-0.11231747193111749,-1.1178921032840061,1
Sweet Serenade,2014,75,0,Completed College,male,Viewer,Retired,Romance,1996,118,Fall,3730,2.9,A movie that didn't quite capture my full attention.,10,14,13,1.5366300500724122,-0.26043876027517576,-0.4199400322720346,0.05492702937975282,0
Giggles and Grins,2021,18,0,Post-Graduate,female,Viewer,Unemployed,Comedy,2012,110,Winter,9926,2.8,An okay outing that didn't fully engage me.,9,21,29,-1.5831531326213542,-0.9544794272310083,1.763369685794772,-0.14054282606420698,0
Beyond the Horizon,2016,71,0,Post-Graduate,female,Viewer,Retired,Action/Adventure,2010,107,Spring,6820,3,A film that neither fully engaged nor disconnected me.,9,16,27,1.3176978969009199,-1.2147446773394455,0.668895834226744,-0.14054282606420698,1
Whispers in the Dark,2015,37,0,Post-Graduate,male,Viewer,Unemployed,Horror,2020,130,Spring,2052,3.3,A so-so narrative that left me feeling indifferent.,9,15,37,-0.5432254050567653,0.7806222401585731,-1.011223716409559,-0.14054282606420698,1
Shattered Reflections,2021,58,0,Completed High School,male,Critic,Student,Drama,2017,125,Spring,2500,2.9,An in-between experience that hovered in mediocrity.,8,21,34,0.6061683990935697,0.3468468233111777,-0.8533601344705775,-0.3360126815081668,0
Whispers in the Dark,2016,23,1,Completed High School,female,Viewer,Employed,Horror,2020,130,Spring,2052,3.9,A genuine delight that radiates joy and inspiration.,8,16,37,-1.3094879411569886,0.7806222401585731,-1.011223716409559,-0.3360126815081668,1
Lost Treasures,2016,63,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,3.2,"I didn't love it, but I didn't hate it either.",12,16,26,0.8798335905579351,1.99519340733128,-0.31070407155532864,0.4458667402676725,1
Shadowed Past,2015,67,0,Completed High School,female,Critic,Employed,Drama,2017,103,Summer,4038,2.1,A lackluster effort that fell flat in every conceivable aspect.,10,15,34,1.0987657437294276,-1.561765010817362,-0.31140881968898476,0.05492702937975282,0
Reflections of Reality,2010,18,0,Post-Graduate,male,Viewer,Student,Other,2019,132,Summer,2599,4.2,Thoroughly enjoyable experience.,3,10,36,-1.5831531326213542,0.9541324068975312,-0.8184751018545973,-1.313361958727966,1
Whispers of Hope,2016,65,0,Completed College,female,Viewer,Unemployed,Drama,2018,120,Summer,389,3.7,Every scene was perfect.,4,16,35,0.9892996671436813,-0.08692859353621762,-1.597221789544662,-1.1178921032840061,1
Giggles and Grins,2020,40,1,Completed High School,female,Viewer,Retired,Comedy,2012,110,Winter,9926,3.1,"I can't say I was thrilled, but it wasn't terrible either. I found it to be just average.",20,20,29,-0.379026290178146,-0.9544794272310083,1.763369685794772,2.009625583819351,1
Visions of Valor,2019,74,0,Post-Graduate,male,Critic,Retired,Action/Adventure,1987,120,Fall,2574,1.5,"I expected more, but this movie left me thoroughly dissatisfied.",10,19,4,1.4818970117795391,-0.08692859353621762,-0.8272844535252993,0.05492702937975282,0
Cosmic Adventures,2010,34,1,Completed College,male,Viewer,Employed,Sci-Fi,2012,119,Fall,8655,3.7,A remarkable achievement that touched my heart.,7,10,29,-0.7074245199353846,-0.1736836769056967,1.3155022468562776,-0.5314825369521267,1
Eternal Love,2018,50,0,Post-Graduate,female,Viewer,Employed,Romance,2014,108,Fall,997,2.7,"I've never been so disappointed by a film. The acting was subpar, and the story was a snooze fest.",20,18,31,0.16830409275058492,-1.1279895939699665,-1.3829783569131873,2.009625583819351,0
Futuristic Frontiers,2014,32,0,Completed High School,male,Viewer,Employed,Sci-Fi,1988,120,Winter,2755,3.1,"It had its moments, but overall, it was just okay. I neither loved it nor hated it.",17,14,5,-0.8168905965211307,-0.08692859353621762,-0.7635047474294162,1.4232160174874715,1
Futuristic Frontiers,2006,54,1,Completed College,female,Critic,Employed,Sci-Fi,1988,120,Winter,2755,1.6,A film that left me bewildered and utterly uninterested.,9,6,5,0.3872362459220773,-0.08692859353621762,-0.7635047474294162,-0.14054282606420698,0
Legends of Winter,2016,67,0,Post-Graduate,female,Viewer,Employed,Drama,2006,108,Fall,2617,3.1,An okay watch that didn't quite stand out.,9,16,23,1.0987657437294276,-1.1279895939699665,-0.8121323686516917,-0.14054282606420698,1
Galactic Odyssey,2017,59,0,Post-Graduate,male,Viewer,Employed,Sci-Fi,2010,113,Winter,3673,2.9,A film that lacked the impact I was hoping for.,10,17,27,0.6609014373864428,-0.6942141771225712,-0.44002535408123533,0.05492702937975282,0
Enchanted Darkness,2017,24,0,Completed College,female,Viewer,Unemployed,Horror,2009,139,Summer,7361,4.4,An extraordinary journey that left me inspired.,7,17,26,-1.2547549028641154,1.5614179904838847,0.8595302043807374,-0.5314825369521267,1
Quest for the Crystal,2022,69,1,Completed College,female,Viewer,Employed,Action/Adventure,1996,109,Summer,3611,3.4,"It was alright, but I've seen better.",8,22,13,1.2082318203151736,-1.0412345106004874,-0.4618725462245765,-0.3360126815081668,1
Amour Forever,2006,35,1,Completed High School,female,Viewer,Employed,Romance,2004,134,Fall,6251,3.6,An emotional rollercoaster that pulled at my heartstrings.,8,6,21,-0.6526914816425115,1.1276425736364895,0.46839499020156444,-0.3360126815081668,1
Secret of the Ancients,2021,50,1,Post-Graduate,male,Viewer,Employed,Action/Adventure,2020,115,Summer,9029,4,Perfectly executed drama.,3,21,37,0.16830409275058492,-0.520704010383613,1.447290147849981,-1.313361958727966,1
Rising Stars,2016,71,0,Post-Graduate,male,Viewer,Retired,Drama,2000,112,Summer,2889,3.4,A passable movie that didn't leave a strong impression.,10,16,17,1.3176978969009199,-0.7809692604920502,-0.716286622474453,0.05492702937975282,1
Soulbound,2021,52,0,Completed College,female,Critic,Employed,Drama,2010,131,Fall,1618,2.3,A movie that left me uninterested and thoroughly disappointed.,9,21,27,0.2777701693363311,0.8673773235280522,-1.1641540614129473,-0.14054282606420698,0
Requiem for a Dream,2020,36,1,Completed College,female,Critic,Employed,Drama,2008,128,Winter,3517,2.5,A film that left me baffled and questioning its purpose.,10,20,25,-0.5979584433496384,0.6071120734196149,-0.4949957085064164,0.05492702937975282,0
Rolling on the Floor,2021,54,1,Post-Graduate,male,Viewer,Employed,Comedy,2015,129,Summer,410,2.8,A narrative that fell somewhere in the middle for me.,10,21,32,0.3872362459220773,0.693867156789094,-1.5898219341412725,0.05492702937975282,0
Echoes of Valor,2014,36,1,Post-Graduate,female,Critic,Employed,Action/Adventure,2020,114,Winter,5527,1.9,A movie that left me utterly uninterested and unengaged.,9,14,37,-0.5979584433496384,-0.607459093753092,0.21327616581803183,-0.14054282606420698,0
The Mysterious Expedition,2021,40,1,Post-Graduate,female,Critic,Employed,Action/Adventure,2016,145,Fall,5056,2.2,I don't know what the filmmakers were thinking. This movie was a disaster from start to finish.,18,21,33,-0.379026290178146,2.0819484907007593,0.04730798034200442,1.6186858729314313,0
Echoes of Eternity,2020,80,0,Completed College,male,Critic,Retired,Drama,1998,126,Summer,7245,2.6,"Terrible acting, wasted my time.",5,20,15,1.8102952415367777,0.4336019066806568,0.8186548126286796,-0.9224222478400462,0
Adventures of the Little Ones,2022,68,0,Completed High School,female,Critic,Employed,Kids,1997,124,Summer,8607,2.3,"I expected more, but this movie left me utterly disappointed.",10,22,14,1.1534987820223006,0.26009173994169865,1.2985882916485296,0.05492702937975282,0
Shadowed Past,2020,49,1,Post-Graduate,female,Viewer,Employed,Drama,2017,103,Summer,4038,3.6,Pure cinematic magic that will stay with you forever.,9,20,34,0.11357105445771182,-1.561765010817362,-0.31140881968898476,-0.14054282606420698,1
The Hilarious Movie,2013,18,0,Post-Graduate,male,Viewer,Employed,Comedy,2014,126,Winter,1399,2.4,A film that left me baffled and questioning its purpose.,10,13,31,-1.5831531326213542,0.4336019066806568,-1.2413239820482977,0.05492702937975282,0
Empire of Shadows,2022,80,0,Post-Graduate,female,Critic,Retired,Action/Adventure,2017,108,Summer,9606,2.1,A painful viewing experience that I won't soon forget.,10,22,34,1.8102952415367777,-1.1279895939699665,1.6506099844097852,0.05492702937975282,0
Shadowed Past,2013,63,0,Completed High School,male,Viewer,Employed,Drama,2017,103,Summer,4038,3.5,A true work of art that captures the essence of life.,11,13,34,0.8798335905579351,-1.561765010817362,-0.31140881968898476,0.25039688482371264,1
Enchanted Playtime,2015,18,0,Post-Graduate,male,Viewer,Student,Kids,2004,131,Spring,1041,3.7,A remarkable achievement that touched my soul.,7,15,21,-1.5831531326213542,0.8673773235280522,-1.3674738979727517,-0.5314825369521267,1
A Glimpse Through Time,2018,63,1,Completed College,female,Viewer,Employed,Other,1989,111,Fall,8842,3.3,A movie that hovered in the middle ground for me.,10,18,6,0.8798335905579351,-0.8677243438615293,1.3813961973531292,0.05492702937975282,1
The Mysterious Expedition,2019,60,0,Completed College,male,Critic,Employed,Action/Adventure,2016,145,Fall,5056,2.1,A film that lacked any semblance of quality or coherence.,10,19,33,0.7156344756793158,2.0819484907007593,0.04730798034200442,0.05492702937975282,0
Soulbound,2020,58,0,Completed High School,male,Viewer,Student,Drama,2010,131,Fall,1618,4.3,What a treat! This movie exceeded all my expectations. A true cinematic marvel.,13,20,27,0.6061683990935697,0.8673773235280522,-1.1641540614129473,0.6413365957116323,1
Silly Adventures,2012,57,0,Completed High School,female,Viewer,Employed,Comedy,2018,127,Summer,607,2.6,A disappointment from start to finish. Don't waste your time.,11,12,35,0.5514353608006966,0.5203569900501359,-1.52040424297614,0.25039688482371264,0
Mystic Whispers,2020,57,0,Post-Graduate,male,Viewer,Employed,Drama,2010,122,Summer,857,3.6,A total crowd-pleaser.,4,20,27,0.5514353608006966,0.08658157320274051,-1.432310726269119,-1.1178921032840061,1
Sweet Serenade,2020,55,2,Completed College,male,Viewer,Employed,Romance,1996,118,Fall,3730,3.2,A lukewarm experience that neither wowed nor disappointed.,8,20,13,0.4419692842149504,-0.26043876027517576,-0.4199400322720346,-0.3360126815081668,1
Chronicles of Destiny,2014,65,0,Completed College,female,Viewer,Employed,Action/Adventure,2000,125,Fall,4695,3.3,An average experience that didn't leave a strong mark.,10,14,17,0.9892996671436813,0.3468468233111777,-0.0798990577829338,0.05492702937975282,1
Realm of Legends,2017,33,1,Completed College,female,Viewer,Employed,Action/Adventure,1996,116,Summer,7968,3.7,A true work of art that captures the essence of life.,11,17,13,-0.7621575582282577,-0.4339489270141339,1.073421262945384,0.25039688482371264,1
Legends Reborn,2015,49,1,Completed College,female,Critic,Employed,Action/Adventure,2008,116,Fall,5896,2.1,A complete letdown that left me frustrated and annoyed.,9,15,25,0.11357105445771182,-0.4339489270141339,0.3433021964775947,-0.14054282606420698,0
Sweet Serenade,2018,48,3,Post-Graduate,female,Critic,Employed,Romance,1996,118,Fall,3730,1.7,"I expected more from this movie, but it was a letdown. The story was predictable, and the acting was mediocre.",20,18,13,0.05883801616483873,-0.26043876027517576,-0.4199400322720346,2.009625583819351,0
Futuristic Frontiers,2014,47,3,Post-Graduate,male,Viewer,Employed,Sci-Fi,1988,120,Winter,2755,3.1,A film that left me feeling indifferent.,7,14,5,0.004104977871965638,-0.08692859353621762,-0.7635047474294162,-0.5314825369521267,1
Silly Adventures,2015,27,2,Post-Graduate,male,Critic,Employed,Comedy,2018,127,Summer,607,1.6,A film that fell short of every expectation. Disappointing.,9,15,35,-1.0905557879854961,0.5203569900501359,-1.52040424297614,-0.14054282606420698,0
Echoes of Valor,2017,50,0,Completed High School,female,Viewer,Unemployed,Action/Adventure,2020,114,Winter,5527,3.2,A neutral journey that left me with mixed feelings.,9,17,37,0.16830409275058492,-0.607459093753092,0.21327616581803183,-0.14054282606420698,1
Guardians of Destiny,2019,41,1,Completed College,male,Viewer,Employed,Action/Adventure,2004,119,Winter,374,3.1,A film that didn't fully engage me but had its moments.,12,19,21,-0.3242932518852729,-0.1736836769056967,-1.6025074005470834,0.4458667402676725,1
Clash of Titans,2013,58,0,Completed High School,male,Viewer,Employed,Action/Adventure,2015,118,Summer,3638,3.4,A movie that didn't quite live up to the hype.,11,13,32,0.6061683990935697,-0.26043876027517576,-0.4523584464202183,0.25039688482371264,1
Beyond Boundaries,2010,48,1,Completed High School,female,Critic,Employed,Other,2018,114,Fall,8184,2.2,A movie that failed to live up to its potential. Disappointing.,11,10,35,0.05883801616483873,-0.607459093753092,1.1495340613802503,0.25039688482371264,0
Whimsical Whispers,2014,31,1,Post-Graduate,female,Viewer,Employed,Comedy,2020,113,Summer,6627,3.1,A neutral watch that neither impressed nor disappointed.,8,14,37,-0.8716236348140038,-0.6942141771225712,0.6008876393289239,-0.3360126815081668,1
Empire of Shadows,2017,57,0,Post-Graduate,female,Viewer,Student,Action/Adventure,2017,108,Summer,9606,4.1,An absolute delight!,3,17,34,0.5514353608006966,-1.1279895939699665,1.6506099844097852,-1.313361958727966,1
Galactic Odyssey,2013,55,0,Completed High School,female,Critic,Student,Sci-Fi,2010,113,Winter,3673,2.4,This film was a disaster from start to finish. I can't believe I wasted two hours of my life on this garbage.,23,13,27,0.4419692842149504,-0.6942141771225712,-0.44002535408123533,2.5960351501512307,0
Midnight Whispers,2004,35,0,Completed High School,female,Viewer,Employed,Drama,2012,115,Summer,9341,4.1,An extraordinary journey that touched my soul.,7,4,29,-0.6526914816425115,-0.520704010383613,1.557230856700343,-0.5314825369521267,1
Shattered Reflections,2014,38,1,Post-Graduate,female,Critic,Employed,Drama,2017,125,Spring,2500,2.3,Hated it.,2,14,34,-0.4884923667638922,0.3468468233111777,-0.8533601344705775,-1.5088318141719257,0
Whispers in the Dark,2002,80,0,Post-Graduate,male,Viewer,Retired,Horror,2020,130,Spring,2052,2.9,"I expected more, but it didn't disappoint entirely.",9,2,37,1.8102952415367777,0.7806222401585731,-1.011223716409559,-0.14054282606420698,0
Echoes of Eternity,2006,48,1,Post-Graduate,female,Critic,Employed,Drama,1998,126,Summer,7245,2.7,"I expected more, but this movie left me thoroughly disappointed.",10,6,15,0.05883801616483873,0.4336019066806568,0.8186548126286796,0.05492702937975282,0
Realm of Legends,2012,35,0,Post-Graduate,female,Critic,Employed,Action/Adventure,1996,116,Summer,7968,2.1,"I can't believe I wasted my time on this garbage. The story made no sense, and I couldn't care less about the characters.",25,12,13,-0.6526914816425115,-0.4339489270141339,1.073421262945384,2.98697486103915,0
Realm of Legends,2021,33,0,Post-Graduate,male,Viewer,Retired,Action/Adventure,1996,116,Summer,7968,3.6,Utterly compelling and artistically captivating.,5,21,13,-0.7621575582282577,-0.4339489270141339,1.073421262945384,-0.9224222478400462,1
Cursed Kingdom,2021,57,0,Completed College,male,Viewer,Employed,Drama,2000,131,Summer,5101,4.1,Astonishingly well done.,3,21,17,0.5514353608006966,0.8673773235280522,0.06316481334926818,-1.313361958727966,1
Broken Promises,2007,53,0,Post-Graduate,male,Viewer,Employed,Drama,2008,125,Fall,5560,3.5,Spellbinding and beautifully crafted in every way.,7,7,25,0.3325032076292042,0.3468468233111777,0.2249045100233586,-0.5314825369521267,1
Futuristic Frontiers,2017,57,0,Completed High School,female,Viewer,Employed,Sci-Fi,1988,120,Winter,2755,3.1,A film that didn't leave a lasting impact.,9,17,5,0.5514353608006966,-0.08692859353621762,-0.7635047474294162,-0.14054282606420698,1
Silly Adventures,2019,39,1,Post-Graduate,female,Critic,Employed,Comedy,2018,127,Summer,607,1.5,A total letdown that I wouldn't wish upon anyone.,10,19,35,-0.4337593284710191,0.5203569900501359,-1.52040424297614,0.05492702937975282,0
Eternal Sunshine,2019,33,1,Completed High School,female,Critic,Employed,Drama,2017,142,Summer,4603,3.1,A decent attempt that fell short of my expectations.,9,19,34,-0.7621575582282577,1.821683240592322,-0.11231747193111749,-0.14054282606420698,1
Mystic Shadows,2017,18,0,Post-Graduate,female,Viewer,Employed,Drama,2010,120,Summer,1455,3.7,I couldn't get enough! The story was filled with twists and turns that kept me on the edge of my seat. A must-watch thriller!,26,17,27,-1.5831531326213542,-0.08692859353621762,-1.2215910343059249,3.1824447164831096,1
Rising Stars,2007,58,0,Completed College,male,Viewer,Employed,Drama,2000,112,Summer,2889,3.5,"An emotional and visual treat. The characters were well-developed, and the storyline was both heartwarming and profound. Highly recommended!",20,7,17,0.6061683990935697,-0.7809692604920502,-0.716286622474453,2.009625583819351,1
Shattered Illusions,2016,80,0,Post-Graduate,male,Viewer,Retired,Drama,2013,98,Fall,8485,3.2,A middle-of-the-road film with its moments of intrigue.,11,16,30,1.8102952415367777,-1.9955404276647573,1.2555986554955034,0.25039688482371264,1
Stellar Explorers,2008,18,0,Post-Graduate,female,Viewer,Unemployed,Sci-Fi,2013,98,Fall,8106,2.7,"I can't believe I wasted money on this. The characters were one-dimensional, and the story was dull.",19,8,30,-1.5831531326213542,-1.9955404276647573,1.1220488841676597,1.8141557283753913,0
Realm of Legends,2019,58,0,Post-Graduate,male,Critic,Employed,Action/Adventure,1996,116,Summer,7968,2.2,A movie that left me uninterested and thoroughly disappointed.,9,19,13,0.6061683990935697,-0.4339489270141339,1.073421262945384,-0.14054282606420698,0
Visions of Valor,2019,18,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,1987,120,Fall,2574,3.1,A decent attempt that fell short of my expectations.,9,19,4,-1.5831531326213542,-0.08692859353621762,-0.8272844535252993,-0.14054282606420698,1
A Glimpse Through Time,2022,37,1,Completed High School,female,Viewer,Employed,Other,1989,111,Fall,8842,3.5,A mesmerizing and thought-provoking experience.,6,22,6,-0.5432254050567653,-0.8677243438615293,1.3813961973531292,-0.7269523923960864,1
Magic of Childhood,2017,42,0,Completed College,female,Viewer,Employed,Kids,2014,126,Winter,1036,3.3,A film that left me feeling indifferent.,7,17,31,-0.26956021359239984,0.4336019066806568,-1.369235768306892,-0.5314825369521267,1
Legends Unleashed,2018,50,1,Post-Graduate,female,Viewer,Employed,Action/Adventure,2009,127,Summer,4095,3.7,A journey of discovery that left me spellbound.,8,18,26,0.16830409275058492,0.5203569900501359,-0.291323497879784,-0.3360126815081668,1
Whispers of Hope,2021,37,1,Post-Graduate,male,Viewer,Retired,Drama,2018,120,Summer,389,3.8,A journey worth taking.,4,21,35,-0.5432254050567653,-0.08692859353621762,-1.597221789544662,-1.1178921032840061,1
Wanderlust,2017,59,0,Completed High School,male,Critic,Employed,Other,1998,112,Summer,3716,1.9,"I expected so much more from this film, but it fell flat. Boring and uninspired, it left me with a sense of wasted potential.",24,17,15,0.6609014373864428,-0.7809692604920502,-0.42487326920762775,2.7915050055951904,0
Whispers in the Dark,2011,36,3,Post-Graduate,male,Viewer,Employed,Horror,2020,130,Spring,2052,3.4,An average outing that didn't fully connect.,8,11,37,-0.5979584433496384,0.7806222401585731,-1.011223716409559,-0.3360126815081668,1
Beyond the Horizon,2022,49,1,Completed High School,female,Critic,Employed,Action/Adventure,2010,107,Spring,6820,2,"This movie was a complete disaster. The plot was confusing, the acting was terrible, and it left me feeling unsatisfied.",20,22,27,0.11357105445771182,-1.2147446773394455,0.668895834226744,2.009625583819351,0
Unseen Horizons,2013,65,0,Completed College,female,Critic,Employed,Drama,2010,127,Summer,7985,2.8,"I expected more, but it fell short.",7,13,27,0.9892996671436813,0.5203569900501359,1.0794116220814616,-0.5314825369521267,0
Rolling on the Floor,2013,64,0,Post-Graduate,male,Viewer,Employed,Comedy,2015,129,Summer,410,2.6,"I had high hopes for this movie, but it let me down in every way. The acting was wooden, and the plot was a mess.",25,13,32,0.9345666288508082,0.693867156789094,-1.5898219341412725,2.98697486103915,0
Beneath the Surface,2009,49,0,Post-Graduate,female,Critic,Employed,Drama,2011,105,Fall,9202,2,A film that missed the mark on every level. Avoid.,10,9,28,0.11357105445771182,-1.3882548440784037,1.5082508614112393,0.05492702937975282,0
Empire of Shadows,2020,61,0,Completed High School,male,Viewer,Employed,Action/Adventure,2017,108,Summer,9606,3.7,A triumphant celebration of the human spirit.,7,20,34,0.7703675139721889,-1.1279895939699665,1.6506099844097852,-0.5314825369521267,1
Journey to the Unknown,2021,68,0,Completed High School,male,Viewer,Employed,Action/Adventure,2000,107,Summer,2537,3.1,A watchable effort that left me feeling neutral.,8,21,17,1.1534987820223006,-1.2147446773394455,-0.8403222939979385,-0.3360126815081668,1
Secret of the Ancients,2007,37,1,Post-Graduate,female,Viewer,Employed,Action/Adventure,2020,115,Summer,9029,3.8,A film to remember.,4,7,37,-0.5432254050567653,-0.520704010383613,1.447290147849981,-1.1178921032840061,1
Endless Love,2015,24,0,Completed College,female,Viewer,Unemployed,Romance,2016,147,Spring,3185,3.8,A work of art that will resonate for generations.,9,15,33,-1.2547549028641154,2.2554586574397173,-0.6119838986933401,-0.14054282606420698,1
Tales of Tiny Explorers,2015,27,1,Completed College,male,Viewer,Employed,Kids,2002,118,Fall,4368,4.4,A true gem of cinema.,5,15,19,-1.0905557879854961,-0.26043876027517576,-0.19512537763571716,-0.9224222478400462,1
Crazy Antics,2019,42,0,Post-Graduate,male,Viewer,Employed,Comedy,1992,131,Winter,6745,2.7,A movie that failed to live up to its potential. Avoid.,11,19,9,-0.26956021359239984,0.8673773235280522,0.6424677792146377,0.25039688482371264,0
Wanderlust,2020,72,0,Post-Graduate,male,Viewer,Retired,Other,1998,112,Summer,3716,3.1,Neither good nor bad. Just average.,6,20,15,1.3724309351937929,-0.7809692604920502,-0.42487326920762775,-0.7269523923960864,1
Lost Treasures,2011,41,2,Post-Graduate,female,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,3.4,An in-between experience that lacked a distinctive quality.,9,11,26,-0.3242932518852729,1.99519340733128,-0.31070407155532864,-0.14054282606420698,1
Chronicles of Destiny,2016,30,0,Completed High School,male,Critic,Unemployed,Action/Adventure,2000,125,Fall,4695,2,A complete waste of time that I deeply regret.,9,16,17,-0.926356673106877,0.3468468233111777,-0.0798990577829338,-0.14054282606420698,0
Soulbound,2008,55,1,Post-Graduate,female,Critic,Employed,Drama,2010,131,Fall,1618,2.1,"I can't believe I sat through this garbage. The writing was terrible, and the acting was worse.",18,8,27,0.4419692842149504,0.8673773235280522,-1.1641540614129473,1.6186858729314313,0
Clash of Titans,2015,38,1,Post-Graduate,female,Viewer,Employed,Action/Adventure,2015,118,Summer,3638,3.5,An instant favorite that I'll treasure forever.,8,15,32,-0.4884923667638922,-0.26043876027517576,-0.4523584464202183,-0.3360126815081668,1
Mystic Whispers,2020,80,0,Post-Graduate,female,Critic,Retired,Drama,2010,122,Summer,857,2.1,"I couldn't wait for this movie to end. It was painful to watch, and I couldn't care less about the characters.",23,20,27,1.8102952415367777,0.08658157320274051,-1.432310726269119,2.5960351501512307,0
Fun Under the Sun,2011,66,0,Post-Graduate,female,Viewer,Employed,Comedy,2019,123,Summer,7699,3.1,An okay narrative that lacked a distinct identity.,8,11,36,1.0440327054365544,0.17333665657221958,0.9786326389686296,-0.3360126815081668,1
